primary_key_s,id,sleep_day,total_sleep_records,total_minutes_asleep,total_time_in_bed,primary_key_d,id_1,activity_date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories
5577150313_4/16/2016,5577150313,2016-04-16,1,406,445,5577150313_4/16/2016,5577150313,2016-04-16,14269,10.65999985,10.65999985,0.0,6.639999866,1.279999971,2.730000019,0.0,184,56,158,472,4274
5577150313_4/17/2016,5577150313,2016-04-17,1,549,583,5577150313_4/17/2016,5577150313,2016-04-17,12231,9.140000343,9.140000343,0.0,5.980000019,0.829999983,2.319999933,0.0,200,37,159,525,4552
5577150313_4/18/2016,5577150313,2016-04-18,1,527,553,5577150313_4/18/2016,5577150313,2016-04-18,9893,7.389999866,7.389999866,0.0,4.860000134,0.720000029,1.820000052,0.0,114,32,130,623,3625
5577150313_4/19/2016,5577150313,2016-04-19,1,449,465,5577150313_4/19/2016,5577150313,2016-04-19,12574,9.420000076,9.420000076,0.0,7.019999981,0.639999986,1.75999999,0.0,108,23,111,733,3501
5577150313_4/20/2016,5577150313,2016-04-20,1,447,480,5577150313_4/20/2016,5577150313,2016-04-20,8330,6.21999979,6.21999979,0.0,4.119999886,0.340000004,1.75999999,0.0,87,16,113,773,3192
5577150313_4/21/2016,5577150313,2016-04-21,1,414,437,5577150313_4/21/2016,5577150313,2016-04-21,10830,8.090000153,8.090000153,0.0,3.650000095,1.659999967,2.779999971,0.0,110,74,175,670,4018
5577150313_4/22/2016,5577150313,2016-04-22,1,338,366,5577150313_4/22/2016,5577150313,2016-04-22,9172,6.849999905,6.849999905,0.0,2.420000076,0.790000021,3.299999952,0.0,62,30,200,823,3329
5577150313_4/23/2016,5577150313,2016-04-23,1,384,402,5577150313_4/23/2016,5577150313,2016-04-23,7638,5.710000038,5.710000038,0.0,1.210000038,0.360000014,4.139999866,0.0,24,24,223,627,3152
5577150313_4/24/2016,5577150313,2016-04-24,1,543,615,5577150313_4/24/2016,5577150313,2016-04-24,15764,11.77999973,11.77999973,0.0,7.650000095,2.150000095,1.980000019,0.0,210,65,141,425,4392
5577150313_4/25/2016,5577150313,2016-04-25,1,421,461,5577150313_4/25/2016,5577150313,2016-04-25,6393,4.78000021,4.78000021,0.0,1.350000024,0.670000017,2.75999999,0.0,61,38,214,743,3374
5577150313_4/26/2016,5577150313,2016-04-26,1,354,377,5577150313_4/26/2016,5577150313,2016-04-26,5325,3.980000019,3.980000019,0.0,0.850000024,0.649999976,2.470000029,0.0,38,32,181,759,3088
5577150313_4/27/2016,5577150313,2016-04-27,1,424,452,5577150313_4/27/2016,5577150313,2016-04-27,6805,5.139999866,5.139999866,0.0,1.809999943,0.400000006,2.930000067,0.0,63,16,190,773,3294
5577150313_4/28/2016,5577150313,2016-04-28,1,361,372,5577150313_4/28/2016,5577150313,2016-04-28,9841,7.429999828,7.429999828,0.0,3.25,1.169999957,3.00999999,0.0,99,51,141,692,3580
5577150313_4/29/2016,5577150313,2016-04-29,1,459,485,5577150313_4/29/2016,5577150313,2016-04-29,7924,5.920000076,5.920000076,0.0,2.839999914,0.610000014,2.470000029,0.0,97,36,165,739,3544
5577150313_4/30/2016,5577150313,2016-04-30,1,412,433,5577150313_4/30/2016,5577150313,2016-04-30,12363,9.239999771,9.239999771,0.0,5.829999924,0.790000021,2.609999895,0.0,207,45,163,621,4501
5577150313_5/1/2016,5577150313,2016-05-01,1,379,398,5577150313_5/1/2016,5577150313,2016-05-01,13368,9.989999771,9.989999771,0.0,5.309999943,1.440000057,3.24000001,0.0,194,72,178,499,4546
5577150313_5/2/2016,5577150313,2016-05-02,2,525,553,5577150313_5/2/2016,5577150313,2016-05-02,7439,5.559999943,5.559999943,0.0,1.120000005,0.349999994,4.070000172,0.0,37,20,235,732,3014
5577150313_5/3/2016,5577150313,2016-05-03,1,508,543,5577150313_5/3/2016,5577150313,2016-05-03,11045,8.25,8.25,0.0,4.519999981,0.150000006,3.569999933,0.0,97,8,212,580,3795
5577150313_5/4/2016,5577150313,2016-05-04,1,603,634,5577150313_5/4/2016,5577150313,2016-05-04,5206,3.890000105,3.890000105,0.0,1.559999943,0.25,2.079999924,0.0,25,9,141,631,2755
5577150313_5/5/2016,5577150313,2016-05-05,1,74,78,5577150313_5/5/2016,5577150313,2016-05-05,7550,5.639999866,5.639999866,0.0,2.5,0.469999999,2.670000076,0.0,45,21,143,1153,3004
5577150313_5/10/2016,5577150313,2016-05-10,1,504,562,5577150313_5/10/2016,5577150313,2016-05-10,8869,6.650000095,6.650000095,0.0,2.559999943,0.75,3.349999905,0.0,104,37,194,639,3841
5577150313_5/11/2016,5577150313,2016-05-11,1,431,476,5577150313_5/11/2016,5577150313,2016-05-11,4038,3.039999962,3.039999962,0.0,1.830000043,0.300000012,0.889999986,0.0,45,15,63,257,1665
6117666160_4/16/2016,6117666160,2016-04-16,1,380,398,6117666160_4/16/2016,6117666160,2016-04-16,14450,10.90999985,10.90999985,0.0,0.579999983,0.850000024,9.479999542,0.0,7,15,518,502,2828
6117666160_4/17/2016,6117666160,2016-04-17,2,336,350,6117666160_4/17/2016,6117666160,2016-04-17,7150,5.400000095,5.400000095,0.0,0.0,0.0,5.400000095,0.0,0,0,312,702,2225
6117666160_4/18/2016,6117666160,2016-04-18,2,493,510,6117666160_4/18/2016,6117666160,2016-04-18,5153,3.910000086,3.910000086,0.0,0.0,0.0,3.890000105,0.0,0,0,241,759,2018
6117666160_4/19/2016,6117666160,2016-04-19,1,465,492,6117666160_4/19/2016,6117666160,2016-04-19,11135,8.409999847,8.409999847,0.0,0.0,0.0,8.409999847,0.0,0,0,480,425,2606
6117666160_4/20/2016,6117666160,2016-04-20,1,474,502,6117666160_4/20/2016,6117666160,2016-04-20,10449,8.020000458,8.020000458,0.0,2.029999971,0.479999989,5.519999981,0.0,26,10,349,587,2536
6117666160_4/21/2016,6117666160,2016-04-21,1,508,550,6117666160_4/21/2016,6117666160,2016-04-21,19542,15.01000023,15.01000023,0.0,0.980000019,0.400000006,5.619999886,0.0,11,19,294,579,4900
6117666160_4/22/2016,6117666160,2016-04-22,1,480,546,6117666160_4/22/2016,6117666160,2016-04-22,8206,6.199999809,6.199999809,0.0,0.0,0.0,6.199999809,0.0,0,0,402,413,2409
6117666160_4/23/2016,6117666160,2016-04-23,1,492,539,6117666160_4/23/2016,6117666160,2016-04-23,11495,8.680000305,8.680000305,0.0,0.0,0.0,8.680000305,0.0,0,0,512,468,2651
6117666160_4/24/2016,6117666160,2016-04-24,1,353,367,6117666160_4/24/2016,6117666160,2016-04-24,7623,5.760000229,5.760000229,0.0,0.0,0.0,5.760000229,0.0,0,0,362,711,2305
6117666160_4/27/2016,6117666160,2016-04-27,1,542,557,6117666160_4/27/2016,6117666160,2016-04-27,9411,7.110000134,7.110000134,0.0,0.0,0.0,7.110000134,0.0,0,0,458,417,2576
6117666160_4/28/2016,6117666160,2016-04-28,1,393,416,6117666160_4/28/2016,6117666160,2016-04-28,3403,2.599999905,2.599999905,0.0,0.0,0.0,2.599999905,0.0,0,0,141,758,1879
6117666160_4/29/2016,6117666160,2016-04-29,1,600,636,6117666160_4/29/2016,6117666160,2016-04-29,9592,7.239999771,7.239999771,0.0,0.0,0.0,7.239999771,0.0,0,0,461,479,2560
6117666160_5/1/2016,6117666160,2016-05-01,1,507,575,6117666160_5/1/2016,6117666160,2016-05-01,8915,6.730000019,6.730000019,0.0,0.0,0.0,6.730000019,0.0,0,0,397,525,2361
6117666160_5/5/2016,6117666160,2016-05-05,1,392,415,6117666160_5/5/2016,6117666160,2016-05-05,9799,7.400000095,7.400000095,0.0,0.0,0.0,7.400000095,0.0,0,0,487,479,2636
6117666160_5/6/2016,6117666160,2016-05-06,2,658,698,6117666160_5/6/2016,6117666160,2016-05-06,3365,2.680000067,2.680000067,0.0,0.0,0.0,2.680000067,0.0,0,0,133,673,1838
6117666160_5/7/2016,6117666160,2016-05-07,2,498,507,6117666160_5/7/2016,6117666160,2016-05-07,7336,5.539999962,5.539999962,0.0,0.0,0.0,5.539999962,0.0,0,0,412,456,2469
6117666160_5/8/2016,6117666160,2016-05-08,1,555,603,6117666160_5/8/2016,6117666160,2016-05-08,7328,5.53000021,5.53000021,0.0,0.0,0.0,5.53000021,0.0,0,0,318,517,2250
6117666160_5/9/2016,6117666160,2016-05-09,1,492,522,6117666160_5/9/2016,6117666160,2016-05-09,4477,3.380000114,3.380000114,0.0,0.0,0.0,3.380000114,0.0,0,0,197,125,1248
6775888955_4/13/2016,6775888955,2016-04-13,1,235,260,6775888955_4/13/2016,6775888955,2016-04-13,4053,2.910000086,2.910000086,0.0,1.110000014,0.579999983,1.220000029,0.0,17,18,85,1053,2400
6775888955_4/14/2016,6775888955,2016-04-14,1,423,441,6775888955_4/14/2016,6775888955,2016-04-14,5162,3.700000048,3.700000048,0.0,0.870000005,0.860000014,1.970000029,0.0,14,24,105,863,2507
6775888955_4/15/2016,6775888955,2016-04-15,1,391,406,6775888955_4/15/2016,6775888955,2016-04-15,1282,0.920000017,0.920000017,0.0,0.0,0.0,0.920000017,0.0,0,0,58,976,2127
6962181067_4/12/2016,6962181067,2016-04-12,1,366,387,6962181067_4/12/2016,6962181067,2016-04-12,10199,6.739999771,6.739999771,0.0,3.400000095,0.829999983,2.50999999,0.0,50,14,189,796,1994
6962181067_4/13/2016,6962181067,2016-04-13,3,630,679,6962181067_4/13/2016,6962181067,2016-04-13,5652,3.74000001,3.74000001,0.0,0.569999993,1.210000038,1.960000038,0.0,8,24,142,548,1718
6962181067_4/14/2016,6962181067,2016-04-14,2,508,535,6962181067_4/14/2016,6962181067,2016-04-14,1551,1.029999971,1.029999971,0.0,0.0,0.0,1.029999971,0.0,0,0,86,862,1466
6962181067_4/15/2016,6962181067,2016-04-15,1,370,386,6962181067_4/15/2016,6962181067,2016-04-15,5563,3.680000067,3.680000067,0.0,0.0,0.0,3.680000067,0.0,0,0,217,837,1756
6962181067_4/16/2016,6962181067,2016-04-16,1,357,366,6962181067_4/16/2016,6962181067,2016-04-16,13217,8.739999771,8.739999771,0.0,3.660000086,0.189999998,4.880000114,0.0,50,3,280,741,2173
6962181067_4/17/2016,6962181067,2016-04-17,1,427,446,6962181067_4/17/2016,6962181067,2016-04-17,10145,6.710000038,6.710000038,0.0,0.330000013,0.680000007,5.690000057,0.0,5,13,295,634,2027
6962181067_4/18/2016,6962181067,2016-04-18,1,442,458,6962181067_4/18/2016,6962181067,2016-04-18,11404,7.539999962,7.539999962,0.0,0.829999983,2.390000105,4.320000172,0.0,13,42,238,689,2039
6962181067_4/19/2016,6962181067,2016-04-19,1,476,535,6962181067_4/19/2016,6962181067,2016-04-19,10742,7.099999905,7.099999905,0.0,2.099999905,2.130000114,2.869999886,0.0,35,41,195,659,2046
6962181067_4/20/2016,6962181067,2016-04-20,1,418,424,6962181067_4/20/2016,6962181067,2016-04-20,13928,9.550000191,9.550000191,0.0,4.28000021,0.189999998,5.090000153,0.0,48,4,297,639,2174
6962181067_4/21/2016,6962181067,2016-04-21,1,451,457,6962181067_4/21/2016,6962181067,2016-04-21,11835,9.710000038,7.880000114,4.081692219,3.99000001,2.099999905,3.50999999,0.109999999,53,27,214,708,2179
6962181067_4/22/2016,6962181067,2016-04-22,1,425,435,6962181067_4/22/2016,6962181067,2016-04-22,10725,7.090000153,7.090000153,0.0,1.769999981,1.549999952,3.769999981,0.0,30,33,240,659,2086
6962181067_4/23/2016,6962181067,2016-04-23,1,528,546,6962181067_4/23/2016,6962181067,2016-04-23,20031,13.23999977,13.23999977,0.0,4.199999809,2.0,7.039999962,0.0,58,41,347,484,2571
6962181067_4/24/2016,6962181067,2016-04-24,1,511,514,6962181067_4/24/2016,6962181067,2016-04-24,5029,3.319999933,3.319999933,0.0,0.0,0.0,3.319999933,0.0,0,0,199,720,1705
6962181067_4/25/2016,6962181067,2016-04-25,1,400,415,6962181067_4/25/2016,6962181067,2016-04-25,13239,9.270000458,9.079999924,2.785175085,3.019999981,1.679999948,4.460000038,0.100000001,35,31,282,637,2194
6962181067_4/26/2016,6962181067,2016-04-26,1,441,446,6962181067_4/26/2016,6962181067,2016-04-26,10433,6.900000095,6.900000095,0.0,2.579999924,0.419999987,3.900000095,0.0,36,7,254,680,2012
6962181067_4/27/2016,6962181067,2016-04-27,1,455,467,6962181067_4/27/2016,6962181067,2016-04-27,10320,6.820000172,6.820000172,0.0,0.550000012,2.019999981,4.25,0.0,7,38,279,697,2034
6962181067_4/28/2016,6962181067,2016-04-28,1,440,453,6962181067_4/28/2016,6962181067,2016-04-28,12627,8.350000381,8.350000381,0.0,2.50999999,0.239999995,5.590000153,0.0,38,8,288,621,2182
6962181067_4/29/2016,6962181067,2016-04-29,1,433,447,6962181067_4/29/2016,6962181067,2016-04-29,10762,7.110000134,7.110000134,0.0,0.819999993,0.479999989,5.809999943,0.0,12,15,369,645,2254
6962181067_4/30/2016,6962181067,2016-04-30,1,422,424,6962181067_4/30/2016,6962181067,2016-04-30,10081,6.659999847,6.659999847,0.0,2.24000001,0.75999999,3.670000076,0.0,32,16,237,731,2002
6962181067_5/1/2016,6962181067,2016-05-01,1,411,426,6962181067_5/1/2016,6962181067,2016-05-01,5454,3.609999895,3.609999895,0.0,0.0,0.0,3.609999895,0.0,0,0,215,722,1740
6962181067_5/2/2016,6962181067,2016-05-02,1,466,482,6962181067_5/2/2016,6962181067,2016-05-02,12912,8.539999962,8.539999962,0.0,1.200000048,2.0,5.340000153,0.0,18,39,313,655,2162
6962181067_5/3/2016,6962181067,2016-05-03,1,394,418,6962181067_5/3/2016,6962181067,2016-05-03,12109,8.119999886,8.119999886,0.0,1.74000001,2.039999962,4.329999924,0.0,21,36,267,654,2072
6962181067_5/4/2016,6962181067,2016-05-04,1,442,455,6962181067_5/4/2016,6962181067,2016-05-04,10147,6.710000038,6.710000038,0.0,0.469999999,1.679999948,4.550000191,0.0,15,36,284,683,2086
6962181067_5/5/2016,6962181067,2016-05-05,1,467,491,6962181067_5/5/2016,6962181067,2016-05-05,10524,6.960000038,6.960000038,0.0,0.99000001,1.159999967,4.809999943,0.0,14,22,305,591,2066
6962181067_5/6/2016,6962181067,2016-05-06,1,443,462,6962181067_5/6/2016,6962181067,2016-05-06,5908,3.910000086,3.910000086,0.0,0.0,0.0,3.910000086,0.0,0,0,299,717,1850
6962181067_5/7/2016,6962181067,2016-05-07,1,298,334,6962181067_5/7/2016,6962181067,2016-05-07,6815,4.5,4.5,0.0,0.0,0.0,4.5,0.0,0,0,328,745,1947
6962181067_5/8/2016,6962181067,2016-05-08,1,541,569,6962181067_5/8/2016,6962181067,2016-05-08,4188,2.769999981,2.769999981,0.0,0.0,0.519999981,2.25,0.0,0,14,151,709,1659
6962181067_5/9/2016,6962181067,2016-05-09,1,489,497,6962181067_5/9/2016,6962181067,2016-05-09,12342,8.720000267,8.680000305,3.167821884,3.900000095,1.179999948,3.650000095,0.0,43,21,231,607,2105
6962181067_5/10/2016,6962181067,2016-05-10,1,469,481,6962181067_5/10/2016,6962181067,2016-05-10,15448,10.21000004,10.21000004,0.0,3.470000029,1.75,4.989999771,0.0,62,34,275,626,2361
6962181067_5/11/2016,6962181067,2016-05-11,1,452,480,6962181067_5/11/2016,6962181067,2016-05-11,6722,4.440000057,4.440000057,0.0,1.49000001,0.310000002,2.650000095,0.0,24,7,199,709,1855
6962181067_5/12/2016,6962181067,2016-05-12,1,516,535,6962181067_5/12/2016,6962181067,2016-05-12,3587,2.369999886,2.369999886,0.0,0.0,0.25,2.109999895,0.0,0,8,105,127,928
7007744171_4/16/2016,7007744171,2016-04-16,1,79,82,7007744171_4/16/2016,7007744171,2016-04-16,4631,3.099999905,3.099999905,0.0,0.0,0.0,3.099999905,0.0,0,0,203,1155,2076
7007744171_5/1/2016,7007744171,2016-05-01,1,58,61,7007744171_5/1/2016,7007744171,2016-05-01,5600,3.75,3.75,0.0,0.0,0.0,3.75,0.0,0,0,237,1142,2225
7086361926_4/12/2016,7086361926,2016-04-12,1,514,525,7086361926_4/12/2016,7086361926,2016-04-12,11317,8.409999847,8.409999847,0.0,5.269999981,0.150000006,2.970000029,0.0,59,6,153,745,2772
7086361926_4/13/2016,7086361926,2016-04-13,1,451,465,7086361926_4/13/2016,7086361926,2016-04-13,5813,3.619999886,3.619999886,0.0,0.560000002,0.209999993,2.839999914,0.0,31,26,155,744,2516
7086361926_4/14/2016,7086361926,2016-04-14,1,472,476,7086361926_4/14/2016,7086361926,2016-04-14,9123,6.119999886,6.119999886,0.0,2.029999971,0.330000013,3.660000086,0.0,35,32,189,787,2734
7086361926_4/15/2016,7086361926,2016-04-15,1,377,386,7086361926_4/15/2016,7086361926,2016-04-15,8585,5.670000076,5.670000076,0.0,2.039999962,1.110000014,2.529999971,0.0,30,21,139,864,2395
7086361926_4/19/2016,7086361926,2016-04-19,1,472,483,7086361926_4/19/2016,7086361926,2016-04-19,10688,7.289999962,7.289999962,0.0,3.529999971,1.230000019,2.50999999,0.0,67,69,124,671,2944
7086361926_4/20/2016,7086361926,2016-04-20,1,492,502,7086361926_4/20/2016,7086361926,2016-04-20,14365,10.64000034,10.64000034,0.0,7.639999866,0.449999988,2.539999962,0.0,87,13,145,797,2997
7086361926_4/21/2016,7086361926,2016-04-21,1,390,411,7086361926_4/21/2016,7086361926,2016-04-21,9469,6.179999828,6.179999828,0.0,1.360000014,0.300000012,4.510000229,0.0,19,6,206,758,2463
7086361926_4/22/2016,7086361926,2016-04-22,1,428,448,7086361926_4/22/2016,7086361926,2016-04-22,9753,6.53000021,6.53000021,0.0,2.869999886,0.970000029,2.670000076,0.0,58,59,153,762,2846
7086361926_4/24/2016,7086361926,2016-04-24,1,681,704,7086361926_4/24/2016,7086361926,2016-04-24,3520,2.160000086,2.160000086,0.0,0.0,0.0,2.150000095,0.0,0,0,125,566,2049
7086361926_4/25/2016,7086361926,2016-04-25,1,446,447,7086361926_4/25/2016,7086361926,2016-04-25,10091,6.820000172,6.820000172,0.0,3.75,0.699999988,2.369999886,0.0,69,39,129,706,2752
7086361926_4/26/2016,7086361926,2016-04-26,1,485,500,7086361926_4/26/2016,7086361926,2016-04-26,10387,7.070000172,7.070000172,0.0,4.159999847,0.769999981,2.119999886,0.0,70,33,132,726,2781
7086361926_4/27/2016,7086361926,2016-04-27,1,469,479,7086361926_4/27/2016,7086361926,2016-04-27,11107,8.340000153,8.340000153,0.0,5.630000114,0.180000007,2.529999971,0.0,55,6,145,829,2693
7086361926_4/28/2016,7086361926,2016-04-28,1,354,367,7086361926_4/28/2016,7086361926,2016-04-28,11584,7.800000191,7.800000191,0.0,2.789999962,1.639999986,3.359999895,0.0,54,48,161,810,2862
7086361926_4/30/2016,7086361926,2016-04-30,1,485,489,7086361926_4/30/2016,7086361926,2016-04-30,14560,9.409999847,9.409999847,0.0,3.119999886,1.039999962,5.239999771,0.0,42,17,308,584,2995
7086361926_5/1/2016,7086361926,2016-05-01,1,388,407,7086361926_5/1/2016,7086361926,2016-05-01,12390,8.069999695,8.069999695,0.0,2.299999952,0.899999976,4.849999905,0.0,30,15,258,685,2730
7086361926_5/2/2016,7086361926,2016-05-02,1,440,459,7086361926_5/2/2016,7086361926,2016-05-02,10052,6.809999943,6.809999943,0.0,3.480000019,0.660000026,2.660000086,0.0,66,26,139,737,2754
7086361926_5/3/2016,7086361926,2016-05-03,1,456,461,7086361926_5/3/2016,7086361926,2016-05-03,10288,6.760000229,6.760000229,0.0,2.74000001,0.850000024,3.160000086,0.0,57,36,152,761,2754
7086361926_5/4/2016,7086361926,2016-05-04,1,420,436,7086361926_5/4/2016,7086361926,2016-05-04,10988,8.31000042,8.31000042,0.0,5.28000021,0.119999997,2.900000095,0.0,45,12,135,843,2655
7086361926_5/6/2016,7086361926,2016-05-06,1,322,333,7086361926_5/6/2016,7086361926,2016-05-06,12461,8.380000114,8.380000114,0.0,3.819999933,1.429999948,3.119999886,0.0,84,35,154,834,2924
7086361926_5/7/2016,7086361926,2016-05-07,1,530,548,7086361926_5/7/2016,7086361926,2016-05-07,12827,8.479999542,8.479999542,0.0,1.460000038,2.329999924,4.679999828,0.0,20,42,209,621,2739
7086361926_5/8/2016,7086361926,2016-05-08,1,481,510,7086361926_5/8/2016,7086361926,2016-05-08,10677,7.099999905,7.099999905,0.0,2.309999943,1.529999971,3.25,0.0,32,27,147,695,2534
7086361926_5/9/2016,7086361926,2016-05-09,1,427,438,7086361926_5/9/2016,7086361926,2016-05-09,13566,9.109999657,9.109999657,0.0,4.260000229,1.710000038,3.119999886,0.0,67,50,171,743,2960
7086361926_5/11/2016,7086361926,2016-05-11,1,451,463,7086361926_5/11/2016,7086361926,2016-05-11,9572,6.519999981,6.519999981,0.0,2.890000105,1.389999986,2.230000019,0.0,57,40,128,757,2735
7086361926_5/12/2016,7086361926,2016-05-12,1,444,457,7086361926_5/12/2016,7086361926,2016-05-12,3789,2.559999943,2.559999943,0.0,0.379999995,0.270000011,1.889999986,0.0,5,4,58,343,1199
8053475328_4/20/2016,8053475328,2016-04-20,1,486,493,8053475328_4/20/2016,8053475328,2016-04-20,15108,12.18999958,12.18999958,0.0,9.579999924,0.230000004,2.380000114,0.0,89,5,158,695,3043
8053475328_4/23/2016,8053475328,2016-04-23,1,331,337,8053475328_4/23/2016,8053475328,2016-04-23,22359,17.19000053,17.19000053,0.0,12.53999996,0.629999995,4.019999981,0.0,125,14,223,741,3554
8053475328_5/7/2016,8053475328,2016-05-07,1,74,75,8053475328_5/7/2016,8053475328,2016-05-07,19769,15.67000008,15.67000008,0.0,12.43999958,0.879999995,2.349999905,0.0,121,20,148,1076,3331
8378563200_4/12/2016,8378563200,2016-04-12,1,338,356,8378563200_4/12/2016,8378563200,2016-04-12,7626,6.050000191,6.050000191,2.253081083,0.829999983,0.709999979,4.5,0.0,65,15,156,723,3635
8378563200_4/13/2016,8378563200,2016-04-13,2,447,487,8378563200_4/13/2016,8378563200,2016-04-13,12386,9.819999695,9.819999695,2.092147112,4.960000038,0.649999976,4.210000038,0.0,116,14,169,680,4079
8378563200_4/14/2016,8378563200,2016-04-14,1,424,455,8378563200_4/14/2016,8378563200,2016-04-14,13318,10.56000042,10.56000042,2.253081083,5.619999886,1.029999971,3.910000086,0.0,123,21,174,699,4163
8378563200_4/15/2016,8378563200,2016-04-15,1,513,533,8378563200_4/15/2016,8378563200,2016-04-15,14461,11.47000027,11.47000027,0.0,4.909999847,1.149999976,5.409999847,0.0,60,23,190,729,3666
8378563200_4/16/2016,8378563200,2016-04-16,2,611,689,8378563200_4/16/2016,8378563200,2016-04-16,11207,8.890000343,8.890000343,0.0,5.369999886,1.070000052,2.440000057,0.0,64,21,142,563,3363
8378563200_4/17/2016,8378563200,2016-04-17,2,525,591,8378563200_4/17/2016,8378563200,2016-04-17,2132,1.690000057,1.690000057,0.0,0.0,0.0,1.690000057,0.0,0,0,93,599,2572
8378563200_4/18/2016,8378563200,2016-04-18,1,398,451,8378563200_4/18/2016,8378563200,2016-04-18,13630,10.81000042,10.81000042,2.092147112,5.050000191,0.560000002,5.199999809,0.0,117,10,174,720,4157
8378563200_4/19/2016,8378563200,2016-04-19,1,387,421,8378563200_4/19/2016,8378563200,2016-04-19,13070,10.35999966,10.35999966,2.253081083,5.300000191,0.879999995,4.179999828,0.0,120,19,154,737,4092
8378563200_4/20/2016,8378563200,2016-04-20,1,381,409,8378563200_4/20/2016,8378563200,2016-04-20,9388,7.440000057,7.440000057,2.092147112,2.230000019,0.439999998,4.78000021,0.0,82,8,169,763,3787
8378563200_4/21/2016,8378563200,2016-04-21,1,396,417,8378563200_4/21/2016,8378563200,2016-04-21,15148,12.01000023,12.01000023,2.253081083,6.900000095,0.819999993,4.289999962,0.0,137,16,145,677,4236
8378563200_4/22/2016,8378563200,2016-04-22,1,441,469,8378563200_4/22/2016,8378563200,2016-04-22,12200,9.670000076,9.670000076,2.092147112,4.909999847,0.589999974,4.179999828,0.0,113,12,159,769,4044
8378563200_4/23/2016,8378563200,2016-04-23,1,565,591,8378563200_4/23/2016,8378563200,2016-04-23,5709,4.53000021,4.53000021,0.0,1.519999981,0.519999981,2.480000019,0.0,19,10,136,740,2908
8378563200_4/24/2016,8378563200,2016-04-24,1,458,492,8378563200_4/24/2016,8378563200,2016-04-24,3703,2.940000057,2.940000057,0.0,0.0,0.0,2.940000057,0.0,0,0,135,734,2741
8378563200_4/25/2016,8378563200,2016-04-25,1,388,402,8378563200_4/25/2016,8378563200,2016-04-25,12405,9.840000153,9.840000153,2.092147112,5.050000191,0.870000005,3.920000076,0.0,117,16,141,692,4005
8378563200_4/25/2016,8378563200,2016-04-25,1,388,402,8378563200_4/25/2016,8378563200,2016-04-25,12405,9.840000153,9.840000153,2.092147112,5.050000191,0.870000005,3.920000076,0.0,117,16,141,692,4005
8378563200_4/26/2016,8378563200,2016-04-26,1,550,584,8378563200_4/26/2016,8378563200,2016-04-26,16208,12.85000038,12.85000038,0.0,7.510000229,0.920000017,4.420000076,0.0,90,18,161,593,3763
8378563200_4/27/2016,8378563200,2016-04-27,1,531,600,8378563200_4/27/2016,8378563200,2016-04-27,7359,5.840000153,5.840000153,0.0,0.330000013,0.180000007,5.329999924,0.0,4,4,192,676,3061
8378563200_4/28/2016,8378563200,2016-04-28,1,506,556,8378563200_4/28/2016,8378563200,2016-04-28,5417,4.300000191,4.300000191,0.0,0.899999976,0.49000001,2.910000086,0.0,11,10,139,711,2884
8378563200_4/29/2016,8378563200,2016-04-29,1,527,562,8378563200_4/29/2016,8378563200,2016-04-29,6175,4.900000095,4.900000095,0.0,0.25,0.360000014,4.269999981,0.0,3,7,172,767,2982
8378563200_4/30/2016,8378563200,2016-04-30,1,468,555,8378563200_4/30/2016,8378563200,2016-04-30,2946,2.339999914,2.339999914,0.0,0.0,0.0,2.339999914,0.0,0,0,121,780,2660
8378563200_5/1/2016,8378563200,2016-05-01,1,475,539,8378563200_5/1/2016,8378563200,2016-05-01,11419,9.06000042,9.06000042,0.0,6.03000021,0.560000002,2.470000029,0.0,71,10,127,669,3369
8378563200_5/2/2016,8378563200,2016-05-02,1,351,385,8378563200_5/2/2016,8378563200,2016-05-02,6064,4.809999943,4.809999943,2.092147112,0.629999995,0.170000002,4.010000229,0.0,63,4,142,802,3491
8378563200_5/3/2016,8378563200,2016-05-03,1,405,429,8378563200_5/3/2016,8378563200,2016-05-03,8712,6.909999847,6.909999847,2.253081083,1.340000033,1.059999943,4.5,0.0,71,20,195,822,3784
8378563200_5/4/2016,8378563200,2016-05-04,1,441,477,8378563200_5/4/2016,8378563200,2016-05-04,7875,6.239999771,6.239999771,0.0,1.559999943,0.49000001,4.199999809,0.0,19,10,167,680,3110
8378563200_5/5/2016,8378563200,2016-05-05,1,381,417,8378563200_5/5/2016,8378563200,2016-05-05,8567,6.789999962,6.789999962,2.253081083,0.889999986,0.159999996,5.739999771,0.0,66,3,214,764,3783
8378563200_5/6/2016,8378563200,2016-05-06,1,323,355,8378563200_5/6/2016,8378563200,2016-05-06,7045,5.590000153,5.590000153,2.092147112,1.549999952,0.25,3.779999971,0.0,74,5,166,831,3644
8378563200_5/7/2016,8378563200,2016-05-07,2,459,513,8378563200_5/7/2016,8378563200,2016-05-07,4468,3.539999962,3.539999962,0.0,0.0,0.0,3.539999962,0.0,0,0,158,851,2799
8378563200_5/8/2016,8378563200,2016-05-08,1,545,606,8378563200_5/8/2016,8378563200,2016-05-08,2943,2.329999924,2.329999924,0.0,0.0,0.0,2.329999924,0.0,0,0,139,621,2685
